name,slug,sku,barcode,description,shortDescription,price,comparePrice,costPrice,stockQuantity,lowStockThreshold,categoryId,brandId,status,isFeatured,isNewArrival,isOnPromotion,tags,images,netWeight,unitsPerCarton,origin,weight,isHalal,isOrganic,isKosher,isVegan,isGlutenFree,naifdaNumber,storageInstructions,ingredients,allergens,isScalable,scaleUnit,pricePerUnit,minOrderQty,maxOrderQty,scaleStep,scalePresets,scaleWareCode,variations
BLUE CORNFLOWER 15GR,blue-cornflower-15gr,BLUCOR15-1EC81,8006614645172,,,34100,,,5,1,69e5aa4840cdaab22a0a1afc,6a79cd8b92aa137c62661973,ACTIVE,,,,,https://res.cloudinary.com/nigittriple/image/upload/v1786371413/nigittriple/general/sktwscw4d9pppejreofc.jpg,,,,1,,,,,,,,,,,,,,,,,,[]
MARIGOLD FLOWER 14GR,marigold-flower-14gr,MARFLO14-F1FDE,8006614652781,,,34100,,,5,1,69e5aa4840cdaab22a0a1afc,6a79cd8b92aa137c62661973,ACTIVE,,,,,https://res.cloudinary.com/nigittriple/image/upload/v1786371443/nigittriple/general/wwsakapjnpj99rtj2ox8.jpg,,,,1,,,,,,,,,,,,,,,,,,[]
MIX FLOWER  25GR,mix-flower-25gr,MIXFLO25-79CF2,8006614652750,,,34100,,,3,1,69e5aa4840cdaab22a0a1afc,6a79cd8b92aa137c62661973,ACTIVE,,,,,https://res.cloudinary.com/nigittriple/image/upload/v1786371503/nigittriple/general/lsfcfhnssma0kgeqdbjp.jpg,,,,1,,,,,,,,,,,,,,,,,,[]
 ROSE PETALS 30GR,-rose-petals-30gr,ROSPET30-01A63,8006614645158,,,34100,,,4,1,69e5aa4840cdaab22a0a1afc,6a79cd8b92aa137c62661973,ACTIVE,,,,,https://res.cloudinary.com/nigittriple/image/upload/v1786371537/nigittriple/general/aj5495zrampyqiwcouur.jpg,,,,1,,,,,,,,,,,,,,,,,,[]
LEMON PEEL 110GR,lemon-peel-110gr,LEMPEE11-D32D1,8006614645240,,,40000,,,5,1,69e5aa4840cdaab22a0a1afc,6a79cd8b92aa137c62661973,ACTIVE,,,,,https://res.cloudinary.com/nigittriple/image/upload/v1786371558/nigittriple/general/wlvvfswzmufxgmswwxr0.jpg,,,,1,,,,,,,,,,,,,,,,,,[]
ORANGE PEEL 110GR,orange-peel-110gr,ORAPEE11-6DB21,8006614645233,,,40000,,,5,1,69e5aa4840cdaab22a0a1afc,6a79cd8b92aa137c62661973,ACTIVE,,,,,https://res.cloudinary.com/nigittriple/image/upload/v1786371578/nigittriple/general/qgwjcpun3ha1129tynye.jpg,,,,1,,,,,,,,,,,,,,,,,,[]
BALSAMIC VINEGAR SPRAY POMEGRANTE 120ML,balsamic-vinegar-spray-pomegrante-120ml,BALVINSP-0D1C4,8023003930824,,,14900,,,4,2,69e5aa4340cdaab22a0a1af8,69e5aaa740cdaab22a0a1b4a,ACTIVE,,,,,https://res.cloudinary.com/nigittriple/image/upload/v1786371628/nigittriple/general/ykd8mzvh8vkwqnomxzmf.jpg,,,,1,,,,,,,,,,,,,,,,,,[]
BALSAMIC VINEGAR SPRAY LEMON 120ML,balsamic-vinegar-spray-lemon-120ml,BALVINSP-D9E2C,8023003933702,,,14900,,,4,2,69e5aa4340cdaab22a0a1af8,69e5aaa740cdaab22a0a1b4a,ACTIVE,,,,,https://res.cloudinary.com/nigittriple/image/upload/v1786372092/nigittriple/general/mndauvmtquitfiflkv9n.jpg,,,,1,,,,,,,,,,,,,,,,,,[]
BALSAMIC VINEGAR SPRAY PASSION 120ML,balsamic-vinegar-spray-passion-120ml,BALVINSP-443A9,8023003934792,,,14900,,,4,2,69e5aa4340cdaab22a0a1af8,69e5aaa740cdaab22a0a1b4a,ACTIVE,,,,,https://res.cloudinary.com/nigittriple/image/upload/v1786372123/nigittriple/general/vbi0hpafsgobiycd5fpu.jpg,,,,-1,,,,,,,,,,,,,,,,,,[]
BALSAMIC VINEGAR SPRAY FIGS 120ML,balsamic-vinegar-spray-figs-120ml,BALVINSP-BCB1A,8023003932491,,,14900,,,4,2,69e5aa4340cdaab22a0a1af8,69e5aaa740cdaab22a0a1b4a,ACTIVE,,,,,https://res.cloudinary.com/nigittriple/image/upload/v1786372172/nigittriple/general/qnq4lggalga7ibybbscj.jpg,,,,1,,,,,,,,,,,,,,,,,,[]
BALSAMIC VINEGAR SPRAY STRAWBERRY 120ML,balsamic-vinegar-spray-strawberry-120ml,BALVINSP-12402,8023003932712,,,14900,,,4,2,69e5aa4340cdaab22a0a1af8,69e5aaa740cdaab22a0a1b4a,ACTIVE,,,,,https://res.cloudinary.com/nigittriple/image/upload/v1786372221/nigittriple/general/q4sjtftwlfov1p2up7zk.jpg,,,,1,,,,,,,,,,,,,,,,,,[]
MIGNIN BAGUETTE BREAD 40 (1.75KG PACK),mignin-baguette-bread-40-175kg-pack,M-F7CA4,1000033,,,26996,,,2,1,6a62277dff66a41f0247263d,6a2a6d1dcdf34ea4f4c6f5f7,ACTIVE,,,,,https://res.cloudinary.com/nigittriple/image/upload/v1786364847/nigittriple/general/zvcjz6lrxemwdz7yrurv.jpg,,,,1,,,,,,,,,,,,,,,,,,[]
Cod Fish Fillets Breaded 100G,cod-fish-fillets-breaded-100g,C-CBE99,8001186005546,,,3800,,,1,10,6a2810f28cca8e82232c476f,,ACTIVE,,,,,,,,,1,,,,,,,,,,,,,,,,,,[]
"BEEF RIB EYE PORTION ₦60,000 PER KG",beef-rib-eye-portion-60000-per-kg,BEERIBEY-7BBA8,00000042,,,60000,,,1,10,6a2aad1d8aa98f95a97e8ad4,,ACTIVE,,,,,https://res.cloudinary.com/nigittriple/image/upload/v1786018015/nigittriple/general/q54haff70qyxlj4pxsjm.jpg,,,,1,,,,,,,,,,1,g,60,200,,1,,,"[{""id"":""6a747997f32e43b7037c0658"",""label"":""325GR"",""quantity"":325,""price"":19500,""compareAtPrice"":null,""barcode"":""18080265010"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a747997f32e43b7037c065a"",""label"":""320GR"",""quantity"":310,""price"":19200,""compareAtPrice"":null,""barcode"":""18080265009"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a845d0bf2b1d84b5955d89d"",""label"":""335GR"",""quantity"":335,""price"":20100,""compareAtPrice"":null,""barcode"":""18080265005"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a845d0bf2b1d84b5955d89e"",""label"":""330GR"",""quantity"":330,""price"":19800,""compareAtPrice"":null,""barcode"":""18080265008"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a845d0bf2b1d84b5955d89f"",""label"":""320 .GR"",""quantity"":320,""price"":19200,""compareAtPrice"":null,""barcode"":""18080265002"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a845d0cf2b1d84b5955d8a0"",""label"":""315GR"",""quantity"":315,""price"":18900,""compareAtPrice"":null,""barcode"":""70802065421"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0}]"
"LAMB RACK FRENCH TRIM ₦61,000 PER KG",lamb-rack-french-trim-61000-per-kg,LAMRACFR-E2970,00000062,,,61000,,,1,10,6a2aad1d8aa98f95a97e8ad4,,ACTIVE,,,,,https://res.cloudinary.com/nigittriple/image/upload/v1786017831/nigittriple/general/oue5zdv4n36brcb3kcs5.jpg,,,,1,,,,,,,,,,1,g,61,200,,1,,,"[{""id"":""6a7477cebd0ccb7e234034bb"",""label"":""290G"",""quantity"":290,""price"":17700,""compareAtPrice"":null,""barcode"":""000003700290017692"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a7477cebd0ccb7e234034bc"",""label"":""410G"",""quantity"":410,""price"":25100,""compareAtPrice"":null,""barcode"":""000003700410025019"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a7477cebd0ccb7e234034b9"",""label"":""330G"",""quantity"":330,""price"":20150,""compareAtPrice"":null,""barcode"":""000003700330020130"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a7477cebd0ccb7e234034ba"",""label"":""530G"",""quantity"":530,""price"":32400,""compareAtPrice"":null,""barcode"":""000003700530032333"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0}]"
"BEEF  TENDERLOIN IMPORTED ₦60,000 PER KG",beef-tenderloin-imported-60000-per-kg,BEEFILTE-FD0D4,00000041,,,60000,,,1,10,6a2aad1d8aa98f95a97e8ad4,,ACTIVE,,,,,https://res.cloudinary.com/nigittriple/image/upload/v1786017353/nigittriple/general/vniveiuatqyjsh7b3fbf.jpg|https://res.cloudinary.com/nigittriple/image/upload/v1786017353/nigittriple/general/kkucswaomgolzcqhupva.jpg,,,,1,,,,,,,,,,1,g,60,200,,1,,,"[{""id"":""6a747408bd0ccb7e234034b0"",""label"":""640G"",""quantity"":640,""price"":38400,""compareAtPrice"":null,""barcode"":""000003900640038401"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a747408bd0ccb7e234034af"",""label"":""720G"",""quantity"":720,""price"":43200,""compareAtPrice"":null,""barcode"":""000003900720043208"",""sku"":null,""stockQuantity"":2,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a74756a06ed8774bffb7ac6"",""label"":""260  GR"",""quantity"":260,""price"":15600,""compareAtPrice"":null,""barcode"":""28072600941"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a74756a06ed8774bffb7ac9"",""label"":""510G"",""quantity"":510,""price"":30600,""compareAtPrice"":null,""barcode"":""28072600937"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a74756906ed8774bffb7ac4"",""label"":""500G"",""quantity"":500,""price"":30000,""compareAtPrice"":null,""barcode"":""28072600936"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a74756a06ed8774bffb7ac5"",""label"":""270GR"",""quantity"":270,""price"":16200,""compareAtPrice"":null,""barcode"":""28072600939"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a74756a06ed8774bffb7ac7"",""label"":""260 G"",""quantity"":260,""price"":15600,""compareAtPrice"":null,""barcode"":""28072600940"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a74756a06ed8774bffb7ac8"",""label"":""270G"",""quantity"":270,""price"":16200,""compareAtPrice"":null,""barcode"":""28072600938"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0}]"
"PORK CHOPS IMPORTED ₦35,000 PER KG",pork-chops-imported-35000-per-kg,PORCHO-D1DF3,00000040,,,35000,,,1,10,6a2aad1d8aa98f95a97e8ad4,,ACTIVE,,,,,https://res.cloudinary.com/nigittriple/image/upload/v1786017765/nigittriple/general/lmp0q9spog9dzvjvxphc.jpg,,,,1,,,,,,,,,,1,g,35,200,,1,,,"[{""id"":""6a845c00f2b1d84b5955d896"",""label"":""450GR"",""quantity"":450,""price"":15750,""compareAtPrice"":null,""barcode"":""70802065419"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a845c00f2b1d84b5955d897"",""label"":""440GR"",""quantity"":440,""price"":15500,""compareAtPrice"":null,""barcode"":""18080265020"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a845c00f2b1d84b5955d898"",""label"":""460GR"",""quantity"":460,""price"":16100,""compareAtPrice"":null,""barcode"":""18080265007"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a845c01f2b1d84b5955d899"",""label"":""445GR"",""quantity"":445,""price"":15575,""compareAtPrice"":null,""barcode"":""18080265019"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0}]"
"BEEF TOMAHAWK IMPORTED ₦55,000 PER KG",beef-tomahawk-imported-55000-per-kg,BEETOM-B28A5,00000039,,,55000,,,1,10,6a2aad1d8aa98f95a97e8ad4,,ACTIVE,,,,,https://res.cloudinary.com/nigittriple/image/upload/v1786016045/nigittriple/general/vbefjry8lbvnrrhxgcrv.jpg,,,,1,,,,,,,,,,1,g,55,500,,1,,,"[{""id"":""6a74713030d64de9b843bb7f"",""label"":""1010 GR"",""quantity"":1010,""price"":55500,""compareAtPrice"":null,""barcode"":""28072600933"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a74713030d64de9b843bb80"",""label"":""1030G"",""quantity"":1030,""price"":56500,""compareAtPrice"":null,""barcode"":""19052610211"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a8023ce8c872ff391298f6d"",""label"":""1025GR"",""quantity"":1025,""price"":56400,""compareAtPrice"":null,""barcode"":""70802065405"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a8023ce8c872ff391298f6e"",""label"":""1100GR"",""quantity"":1100,""price"":60500,""compareAtPrice"":null,""barcode"":""70802065403"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0}]"
"PORK RIBS IMPORTED ₦30,000 PER KG",pork-ribs-imported-30000-per-kg,PORRIBIM-700D2,00000039,,,30000,,,1,10,6a2aad1d8aa98f95a97e8ad4,,ACTIVE,,,,,https://res.cloudinary.com/nigittriple/image/upload/v1786015112/nigittriple/general/m6fpxfzzgvnsjo2dtwrh.jpg,,,,1,,,,,,,,,,1,g,30,200,,1,,,"[{""id"":""6a746d9730d64de9b843bb79"",""label"":""500G"",""quantity"":500,""price"":15000,""compareAtPrice"":null,""barcode"":""28072600932"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a746d9730d64de9b843bb76"",""label"":""490G"",""quantity"":490,""price"":14800,""compareAtPrice"":null,""barcode"":""28072600929"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a746d9730d64de9b843bb75"",""label"":""690G"",""quantity"":690,""price"":20700,""compareAtPrice"":null,""barcode"":""28072600928"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a746d9730d64de9b843bb77"",""label"":""570 GR"",""quantity"":570,""price"":17100,""compareAtPrice"":null,""barcode"":""28072600930"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a746d9730d64de9b843bb78"",""label"":""530G"",""quantity"":530,""price"":15900,""compareAtPrice"":null,""barcode"":""28072600931"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0}]"
"LAMB LEG BONELESS ₦35,000 PER KG",lamb-leg-boneless-35000-per-kg,LAMLEGBO-B5CC2,00000038,,,35000,,,1,10,6a2aad1d8aa98f95a97e8ad4,,ACTIVE,,,,,https://res.cloudinary.com/nigittriple/image/upload/v1786014255/nigittriple/general/kqcn77jyscp5fujr5kxr.jpg,,,,1,,,,,,,,,,1,g,35,200,,1,,,"[{""id"":""6a746b6a30d64de9b843bb6a"",""label"":""1140GR"",""quantity"":1140,""price"":37650,""compareAtPrice"":null,""barcode"":""02102580104"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a746b6a30d64de9b843bb69"",""label"":""1120G"",""quantity"":1120,""price"":36950,""compareAtPrice"":null,""barcode"":""02102580101"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a746b6a30d64de9b843bb6b"",""label"":""1420GR"",""quantity"":1420,""price"":46900,""compareAtPrice"":null,""barcode"":""02102580105"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a746b6a30d64de9b843bb6c"",""label"":""1160G"",""quantity"":1160,""price"":38300,""compareAtPrice"":null,""barcode"":""02102580102"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0}]"
"BEEF TOPSIDE PORTION ₦25,000 PER KG",beef-topside-portion-25000-per-kg,BEETOPPO-B5B26,00000037,,,25000,,,1,10,6a2aad1d8aa98f95a97e8ad4,,ACTIVE,,,,,https://res.cloudinary.com/nigittriple/image/upload/v1786013446/nigittriple/general/o5p0t9ehppps2njsaynj.jpg,,,,1,,,,,,,,,,1,g,25,200,,1,,,"[{""id"":""6a746883c9fe51d31295eeb2"",""label"":""350GR"",""quantity"":350,""price"":8800,""compareAtPrice"":null,""barcode"":""13042660223"",""sku"":null,""stockQuantity"":0,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a746883c9fe51d31295eeb4"",""label"":""400G"",""quantity"":400,""price"":10000,""compareAtPrice"":null,""barcode"":""13042660228"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a746883c9fe51d31295eeb3"",""label"":""330GR"",""quantity"":330,""price"":8250,""compareAtPrice"":null,""barcode"":""13042660235"",""sku"":null,""stockQuantity"":0,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a746883c9fe51d31295eeb0"",""label"":""410GR"",""quantity"":410,""price"":10250,""compareAtPrice"":null,""barcode"":""13042660232"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a746883c9fe51d31295eeb1"",""label"":""370GR"",""quantity"":370,""price"":9250,""compareAtPrice"":null,""barcode"":""13042660218"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0}]"
"CHICKEN LEG A IMPORTED 10,000 PER KG",chicken-leg-a-imported-10000-per-kg,CHILEGA-1409D,00000033,,,10000,,,1,10,6a2aad1d8aa98f95a97e8ad4,,ACTIVE,,,,,https://res.cloudinary.com/nigittriple/image/upload/v1786012501/nigittriple/general/ky5vft6atjy7govrxgh0.jpg,,,,1,,,,,,,,,,1,g,10,500,,1,,,"[{""id"":""6a7466c130d64de9b843bb5d"",""label"":""1040G"",""quantity"":1040,""price"":10400,""compareAtPrice"":null,""barcode"":""27042690302"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a7466c130d64de9b843bb54"",""label"":""570GR"",""quantity"":570,""price"":5700,""compareAtPrice"":null,""barcode"":""27042690303"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a7466c130d64de9b843bb5a"",""label"":""1070GR"",""quantity"":1070,""price"":10700,""compareAtPrice"":null,""barcode"":""27042690301"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a7466c130d64de9b843bb5b"",""label"":""1060 GR"",""quantity"":1060,""price"":10600,""compareAtPrice"":null,""barcode"":""27042690304"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a7466c130d64de9b843bb58"",""label"":""1100GR"",""quantity"":1100,""price"":11000,""compareAtPrice"":null,""barcode"":""27042690306"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a7466c130d64de9b843bb59"",""label"":""1060 G"",""quantity"":1060,""price"":10600,""compareAtPrice"":null,""barcode"":""27042690309"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a7466c130d64de9b843bb5c"",""label"":""1060G"",""quantity"":1060,""price"":10600,""compareAtPrice"":null,""barcode"":""27042690307"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a7466c130d64de9b843bb55"",""label"":""1070G"",""quantity"":1070,""price"":10700,""compareAtPrice"":null,""barcode"":""28072600927"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a7466c130d64de9b843bb56"",""label"":""1030GR"",""quantity"":1030,""price"":10300,""compareAtPrice"":null,""barcode"":""27042690308"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a7466c130d64de9b843bb57"",""label"":""1100G"",""quantity"":1100,""price"":11000,""compareAtPrice"":null,""barcode"":""27042690305"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0}]"
"BLACK SNAPPER FISH FILLETS ₦25,000 PER KG",black-snapper-fish-fillets-25000-per-kg,BLASNAFI-20892,00000044,,,25000,,,1,10,6a2810f28cca8e82232c476f,,ACTIVE,,,,,https://res.cloudinary.com/nigittriple/image/upload/v1786011947/nigittriple/general/jo30gjx8mcmzsu1odeuh.jpg,,,,1,,,,,,,,,,1,g,25,200,,1,,,"[{""id"":""6a7463201aed2ae3db0f0a4a"",""label"":""300G"",""quantity"":300,""price"":7500,""compareAtPrice"":null,""barcode"":""30032600228"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a7463201aed2ae3db0f0a47"",""label"":""290GR"",""quantity"":290,""price"":7250,""compareAtPrice"":null,""barcode"":""28072600912"",""sku"":null,""stockQuantity"":0,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a7463201aed2ae3db0f0a48"",""label"":""310 GR"",""quantity"":310,""price"":7750,""compareAtPrice"":null,""barcode"":""30032600235"",""sku"":null,""stockQuantity"":0,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a7463201aed2ae3db0f0a45"",""label"":""310GR"",""quantity"":310,""price"":7750,""compareAtPrice"":null,""barcode"":""30032600241"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0},{""id"":""6a7463201aed2ae3db0f0a46"",""label"":""300GR"",""quantity"":300,""price"":7500,""compareAtPrice"":null,""barcode"":""30032600239"",""sku"":null,""stockQuantity"":1,""isDefault"":false,""isActive"":true,""sortOrder"":0}]"
